epoch,loss,lr,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,7.305611949858656e-05,1e-04,0.004910139854583475,0.5578932005829281,0.00031884992169216276,0.013336219906806945,1.5825068073272706
1,6.171318894323323e-05,1e-04,0.004624426142209106,0.5314139985111025,0.00031852769205579536,0.013364641167223454,1.584756238937378
0,0.003368713234861692,0.001,0.03358472718712356,4.086635487026639,0.01422164325416088,0.09977323007583618,9.141441131591797
1,0.000993569465354085,0.001,0.02447939207735989,2.8782310667037962,0.003287837827578187,0.04747433933615684,8.066883728027344
2,0.0008541336828816889,0.001,0.022685718648135664,2.677616279813978,0.0008520744917914271,0.023664937272667885,3.0678529329299926
3,0.000822209177331792,0.001,0.022281973569757408,2.585160031636556,0.01446213323622942,0.11512581372261048,13.40682713317871
4,0.0006923060455074948,0.001,0.02041184273858865,2.387879583676656,0.0014707049457356334,0.03265060219168663,4.326679288864136
5,0.0006899079945740394,0.001,0.020282467020054658,2.364356172985501,0.011728255786001682,0.096000992000103,9.57987166595459
6,0.0006563054174702201,0.001,0.019972976024780008,2.380138126161363,0.0043759708870202306,0.06062611481547356,7.028008869171143
7,0.0006176775203655578,0.001,0.019213694758713245,2.233200171576606,0.009679519772529602,0.09374294608831406,10.854687622070312
8,0.0005593443447012557,0.001,0.01835217129687468,2.1650765131314595,0.007003861423581839,0.07818189913034439,8.8657314453125
9,0.0005111065448210057,0.001,0.017446895834472443,2.0292141270107695,0.0015137122170999647,0.03166624163091183,3.336835380554199
10,0.0005037951984753212,0.001,0.017456177396078906,2.067924669318729,0.0012732892697677016,0.03046493937075138,4.653127122879028
11,0.0004171506299559648,0.001,0.015860845061639945,1.8833347647455003,0.0011786121078766882,0.02945707356929779,3.9576507377624512
12,0.0003966386985654632,0.001,0.01542878185874886,1.807258665031857,0.0004764997489983216,0.01744560842216015,2.1931987171173097
13,0.00037420035431730666,0.001,0.015052439495093292,1.7730783789952596,0.0010376506396569311,0.026623489513993265,3.087647591590881
14,0.0003608656645260958,0.001,0.014759105546606912,1.735139685259925,0.0009775554814841598,0.026179695069789885,3.128488428115845
15,0.00032446052030556734,0.001,0.014029916018247605,1.6868233206537036,0.0015199946383945644,0.03264823220670223,3.5016846466064453
16,0.0003028806385635916,0.001,0.0135695210074385,1.6160599308543735,0.0006027906972449272,0.018499112367630004,2.0432379341125486
17,0.0003114393114681459,0.001,0.013660669565200805,1.603816727373335,0.001328512161038816,0.03250279119610786,4.4449089260101315
18,0.00025299032712225905,0.001,0.012397973625196351,1.4805056013001336,0.0011747164465487003,0.029529672652482988,4.522675777435302
19,0.0002499405067873239,0.001,0.012297987985114257,1.4959560097588434,0.000958550019422546,0.02644737645983696,3.5302092323303222
20,0.000250936923296346,0.001,0.012371219500071473,1.4629311871528625,0.0004082481804070994,0.015391831584274769,1.7907973594665527
21,0.00023093726387661364,0.001,0.011973781079053879,1.4631965699195861,0.0005230910491663963,0.016937873236835002,1.9186513843536377
22,0.0002196187123093599,0.001,0.011621872478889095,1.40272758102417,0.0004477662711869925,0.01600652074813843,1.8689316110610963
23,0.0001941567685280461,0.001,0.010968184476925267,1.3327879028850131,0.0006813595532439649,0.02040958099067211,2.1790748596191407
24,0.00021431107144194862,0.001,0.011345840949151252,1.3421904978752137,0.0008394131725654006,0.023009768702089786,2.593858920097351
25,0.00022780478640601763,0.001,0.011681141601668464,1.3770245843993294,0.000557420733384788,0.017647826075553895,1.9461005239486695
26,0.00019263760001760803,0.001,0.010927593257692126,1.3371465675036112,0.0003796240584924817,0.014627031102776527,1.746124185562134
27,0.00016889662730682175,0.001,0.010242895005477799,1.2641983650260502,0.0008087059296667576,0.024360934525728226,3.1701195812225342
28,0.0001821769198933099,0.001,0.010526271474858125,1.256776397811042,0.0005464363276259974,0.01738585177809,1.885584101676941
29,0.0001509148407122767,0.001,0.009722580884893734,1.1879702067905002,0.0004064167989417911,0.015166393481194973,1.7844064979553222
30,0.00016697474530762217,0.001,0.010166006226506498,1.2233915140098996,0.002157816412858665,0.04241227540373802,5.312755439758301
31,0.00016496469199773855,0.001,0.010096377258499463,1.2113631648487515,0.000946372710634023,0.023225381448864938,2.3224302101135255
32,0.00014664843881716176,0.001,0.00947886580808295,1.1351629195213317,0.0006007461347617209,0.020458412930369377,2.8013473949432375
33,0.00015686422478918555,0.001,0.009768090200093057,1.1565925507015653,0.0008513825230766087,0.0227934330701828,2.342551589012146
34,0.00015867633419758124,0.001,0.009857306737866667,1.1732030490239462,0.0012312508085742593,0.026715223506093025,2.508592824935913
35,0.00014353366162524455,0.001,0.009375772542423673,1.1178766917917464,0.0003705574872437865,0.014812422908842564,1.7382951707839966
36,0.0001476627852227668,0.001,0.009503722834918234,1.1204945854081048,0.00039900309569202363,0.01570346999913454,1.9209305515289308
37,0.00013399375545042048,0.001,0.009156405203872257,1.111521871831682,0.0004831426056334749,0.016824815176427366,2.021808397293091
38,0.0001203282118674704,0.001,0.008612277259429296,1.0345341137515174,0.0004370608080644161,0.015666236087679863,1.8300880241394042
39,0.00011790165881878541,0.001,0.00854177853713433,1.028884850634469,0.0005236985760275275,0.0184618471339345,2.5094511518478395
40,0.00012485684794147448,0.001,0.008831870036820571,1.07703546555837,0.0010722511410713195,0.028327586099505423,4.2231424617767335
41,0.00012517900009697769,0.001,0.008803330715331766,1.0755738939709134,0.00047807674820069223,0.016420957043766976,1.8803421659469604
42,0.00012221709918554147,0.001,0.00868513434049156,1.0549371287557814,0.00047564099566079675,0.01689761783182621,2.051366358757019
43,0.0001252569670905359,0.001,0.008828532939155897,1.079783588250478,0.0012345722275786102,0.029838885441422464,3.5557610836029054
44,0.00010372578548817223,0.001,0.00795472125046783,0.9501986543602413,0.0010826770104467869,0.027918366760015488,3.4750340366363526
45,0.00011863681686453572,0.001,0.008584224584201971,1.0411963228914474,0.0005513826040551066,0.017509332187473775,1.9185091218948365
46,9.802047379263159e-05,0.001,0.007767405610117647,0.9395590345329708,0.0005313736472744494,0.01903885720670223,2.6195101108551024
47,0.00011418451187879933,0.001,0.00829682811597983,0.9727285519970787,0.0004081023880280554,0.015522601649165153,1.9021937713623047
48,0.00011305251490072502,0.001,0.008326549852059948,0.9912614579200745,0.0007774890272412449,0.022145596101880074,2.375378233909607
49,0.00011361163163221338,0.001,0.008406977564096451,1.0036979417006175,0.00039315883861854674,0.015241004206240177,1.8333589582443237
50,0.00010424630763736787,0.001,0.007941878116793102,0.9499517993132274,0.0011052829991094768,0.025783626422286033,2.4672541828155516
51,0.00010231034872332303,0.001,0.007969527046713564,0.971508023182551,0.0004138761709909886,0.01599240180104971,1.990372712135315
52,9.744576903661558e-05,0.001,0.007705160378581948,0.9324832923147414,0.0003870401008753106,0.014979902148246765,1.7750103797912598
53,0.00010731820010631863,0.001,0.008124223412738905,0.9877802654372321,0.0004522671562153846,0.01648692113906145,1.8884237442016603
54,0.0001091334893806359,0.001,0.008174351895021068,0.9746826436519623,0.0009451230147387832,0.026195426255464553,3.673637975692749
55,0.00010138352384900726,0.001,0.0078199401754472,0.916836613814036,0.0005221615564078093,0.017695133067667485,2.09703258228302
56,9.772570442469765e-05,0.001,0.007705902261866463,0.9261764399210612,0.0005072807358810678,0.016976194724440574,1.9349392766952516
57,8.953941639629193e-05,0.001,0.007457613964875539,0.9037349371645186,0.00042825171072036027,0.015811931744217873,1.7884626512527466
58,9.286365476630939e-05,0.001,0.007527676884498861,0.88320031370057,0.0005530958585441112,0.01788626927137375,1.9339116821289062
59,8.426182624276003e-05,0.001,0.007218500364985731,0.8702205591731601,0.0006234408016316592,0.02099407224357128,2.856362163543701
60,8.808435437337418e-05,0.001,0.007316088167329629,0.8724011152585347,0.0003948445072164759,0.015264097392559052,1.919850796699524
61,9.128481473696107e-05,0.001,0.007504138407607873,0.9180379631519318,0.0004214283163892105,0.016089190132915973,2.002958638191223
62,8.404416454868624e-05,0.001,0.007149685432513555,0.8550062140358818,0.0003510914191137999,0.014276945032179356,1.7071860675811767
63,7.689393246982946e-05,0.001,0.006873468296395408,0.8199136476251814,0.00043945226015057416,0.016105333492159844,1.853562481880188
64,9.417583679896779e-05,0.001,0.007610057217379411,0.9133680521912045,0.000726428504800424,0.021967993691563607,2.619938383102417
65,8.311466375016607e-05,0.001,0.007209376321070724,0.8847842751344045,0.0003786140534793958,0.015033937737345696,1.8378108577728272
66,7.553771353559569e-05,0.001,0.006816449527111319,0.8247386892636617,0.0004991013454273343,0.017784735336899758,2.362328492164612
67,7.765657280914537e-05,0.001,0.006937637171811528,0.8465820817682478,0.00047767004708293827,0.017238222241401674,2.1626855993270873
68,8.51591515731545e-05,0.001,0.0072892762182487384,0.8739972683323755,0.0005237940575461835,0.017523577995598318,2.1590803737640383
69,7.679798932319196e-05,0.001,0.006823462506963147,0.8197172687053681,0.0004420075219823048,0.016121576026082038,1.9618513784408569
70,7.490570953814313e-05,0.001,0.006813943904307154,0.8421139089796278,0.000409342483850196,0.015082347087562084,1.7407648391723634
71,8.536972652089187e-05,0.001,0.007209950941304366,0.8491264772415161,0.0003699849264230579,0.014543626345694066,1.7392047510147095
72,7.087891784532177e-05,0.001,0.006651348994010025,0.8115298894246419,0.00037869557831436397,0.015156823925673961,1.840939820289612
73,7.503274018300645e-05,0.001,0.006761689548691114,0.8045756284925673,0.00037387588410638274,0.014668721102178097,1.7600384635925292
74,6.807592373661464e-05,0.001,0.006501039534807206,0.7912251694997152,0.00035974439524579795,0.014379776239395141,1.7319012804031373
75,7.37651614860321e-05,0.001,0.0067356186931331954,0.8153892614576551,0.0005066027361899614,0.018037356220185756,2.3364117364883423
76,7.273190223996708e-05,0.001,0.006694771093626817,0.8070566538969676,0.00037328282301314175,0.014929853789508342,1.806384877204895
77,6.77433432416971e-05,0.001,0.006489763335221344,0.7770415256818135,0.0006562233758158982,0.021408133894205095,3.1107869148254395
78,7.246117213394933e-05,0.001,0.006715800302724044,0.8216076860692766,0.0004892733648885041,0.017486991092562677,2.1723017721176148
79,6.69760863626531e-05,0.001,0.0064135608557197785,0.7665087411138747,0.00039978441514540463,0.015155442252755166,1.8809291868209839
80,7.313325221427173e-05,0.001,0.006649856534269121,0.7781560575432248,0.0003807317407336086,0.014554539054632188,1.6809526624679565
81,6.57670266801789e-05,0.001,0.006407384991645813,0.779032274696562,0.0003489739277865738,0.0140415203794837,1.6564476680755615
82,6.839482340809709e-05,0.001,0.006558896894256274,0.8025641716321309,0.0003417455144226551,0.01415766343474388,1.6791702756881715
83,6.487738657516376e-05,0.001,0.006312811315887504,0.7606591739389631,0.00034625537996180357,0.014179004587233066,1.6766344070434571
84,6.660109286086582e-05,0.001,0.006467230940858523,0.7984134141074286,0.00041021812532562765,0.01564789755642414,1.9313446159362793
85,6.907576774311667e-05,0.001,0.006525574795073933,0.789443984164132,0.000680993024725467,0.021735339738428592,2.9763959560394286
86,6.512068174278183e-05,0.001,0.006331245667404599,0.7566279943254259,0.0003522108632605523,0.014048177763819695,1.6493491077423095
87,6.823452545844096e-05,0.001,0.006442165029545625,0.7680739250712925,0.0009758454668335616,0.024075888723134993,2.344484596252441
88,5.759057694134147e-05,0.001,0.005970602582726214,0.7301398481395509,0.00034722687979228797,0.01407784378528595,1.6727961645126344
89,5.8870303334616537e-05,0.001,0.005990048633681403,0.7185322053432465,0.0003820761932292953,0.015094173111021519,1.8777684717178345
90,6.0448850847024e-05,0.001,0.006177311588492659,0.7612189733452267,0.0005792436361080035,0.018267188921570778,2.0206186790466307
