val_loss,val_acc,loss,acc,lr
0.05599321923185926,0.975,0.0037882721419901424,0.9983333333333333,0.0010000000474974513
0.19856110332591925,0.9475,0.007338336241110584,0.9986111111111111,0.0010000000474974513
0.019645545409732675,0.99,0.003401268813064841,0.9986111111111111,0.0010000000474974513
0.011304670217732564,0.995,0.0012042810372655467,1.0,0.0010000000474974513
0.9917135440651328,0.8675,0.002827135485669411,0.9991666666666666,0.0010000000474974513
0.48317306231707335,0.915,0.02111094144886566,0.9927777777777778,0.0010000000474974513
0.04291831189068034,0.9825,0.005156043586781228,0.9980555555555556,0.0010000000474974513
0.03342577803559834,0.985,0.007041278884698841,0.9983333333333333,0.0010000000474974513
0.007377947082350147,0.9975,0.00375782478389864,0.9986111111111111,0.0010000000474974513
0.016753624567518274,0.9925,0.0011645384443218316,1.0,0.0010000000474974513
0.0110865270915383,0.995,0.0035711460663328076,0.9988888888888889,0.0010000000474974513
0.11935365646313585,0.9675,0.007225158160199498,0.9969444444444444,0.0010000000474974513
0.1631963995710248,0.95,0.0024803475484284515,0.9991666666666666,0.0010000000474974513
0.01775100246188231,0.995,0.0023892611234898847,0.9994444444444445,0.0010000000474974513
0.4938338309526443,0.9125,0.008289650554940332,0.9972222222222222,0.0010000000474974513
0.024759571757313095,0.995,0.004262009183711497,0.9994444444444445,0.0010000000474974513
0.08199620343380958,0.9775,0.0021713143987538313,0.9997222222222222,0.0010000000474974513
0.08130769965646323,0.98,0.002162720577424074,0.9994444444444445,0.0010000000474974513
0.016576835762680275,0.995,0.0006571180532303818,1.0,0.0010000000474974513
0.022476518145449518,0.9925,0.0013721244971943887,0.9997222222222222,0.0010000000474974513
