val_loss,val_acc,loss,acc,lr
2.7731289863586426,0.5299999713897705,0.8913147548834482,0.683333330684238,0.0010000000474974513
8.359052658081055,0.4000000059604645,0.3218763338194953,0.9255555537011888,0.0010000000474974513
7.38151741027832,0.4099999964237213,0.19151522550317976,0.9577777783075968,0.0010000000474974513
6.584153652191162,0.47999998927116394,0.12592252261108822,0.9744444489479065,0.0010000000474974513
5.9303059577941895,0.5600000023841858,0.09878186715973748,0.981111122502221,0.0010000000474974513
0.5904405117034912,0.8399999737739563,0.06646423745486471,0.9911111195882162,0.0010000000474974513
0.963512122631073,0.7200000286102295,0.05374064379268222,0.9911111195882162,0.0010000000474974513
0.32053691148757935,0.8500000238418579,0.03766124302314387,0.9944444497426351,0.0010000000474974513
0.7649797201156616,0.7599999904632568,0.048923672487338386,0.9888888928625319,0.0010000000474974513
0.24372152984142303,0.8899999856948853,0.0349492265118493,0.996666669845581,0.0010000000474974513
0.6982595920562744,0.8299999833106995,0.023304383270442486,0.998888889948527,0.0010000000474974513
1.5741866827011108,0.800000011920929,0.024703061518569786,0.9977777798970541,0.0010000000474974513
0.5425395369529724,0.8500000238418579,0.021697148370246094,0.996666669845581,0.0010000000474974513
2.73600435256958,0.5400000214576721,0.02885906843261586,0.9933333330684238,0.0010000000474974513
2.7983405590057373,0.6800000071525574,0.02910442588229974,0.9977777798970541,0.0010000000474974513
0.09777894616127014,0.9700000286102295,0.022417620341810916,0.996666669845581,0.0010000000474974513
1.7982780933380127,0.8299999833106995,0.020796065632667806,0.9977777798970541,0.0010000000474974513
0.49916380643844604,0.8799999952316284,0.017322326596412394,0.996666669845581,0.0010000000474974513
0.3199819028377533,0.8700000047683716,0.01069464586261246,1.0,0.0010000000474974513
0.13519249856472015,0.9300000071525574,0.008465257835470967,1.0,0.0010000000474974513
0.5990524291992188,0.8299999833106995,0.010996806047235927,0.998888889948527,0.0010000000474974513
0.07240769267082214,0.9700000286102295,0.008005910320207477,1.0,0.0010000000474974513
0.22924846410751343,0.9300000071525574,0.006512235125733746,1.0,0.0010000000474974513
0.30731862783432007,0.8700000047683716,0.011073202334551347,1.0,0.0010000000474974513
1.7822387218475342,0.6600000262260437,0.005566080204314656,1.0,0.0010000000474974513
0.34681379795074463,0.8500000238418579,0.006784486661975582,1.0,0.0010000000474974513
0.20055507123470306,0.9599999785423279,0.004187152203586366,1.0,0.0010000000474974513
0.35851120948791504,0.8999999761581421,0.0033440287095598048,1.0,0.0010000000474974513
0.10730899125337601,0.9599999785423279,0.004367487466273208,1.0,0.0010000000474974513
0.22286511957645416,0.9399999976158142,0.003214394570224815,1.0,0.0010000000474974513
0.06167156621813774,0.9700000286102295,0.0025264078544245828,1.0,0.0010000000474974513
0.041907135397195816,0.9800000190734863,0.0026513603515923023,1.0,0.0010000000474974513
0.0704694539308548,0.9700000286102295,0.0019156740098777744,1.0,0.0010000000474974513
0.3008910119533539,0.9200000166893005,0.002342714992765751,1.0,0.0010000000474974513
0.14189939200878143,0.949999988079071,0.0012408948322344157,1.0,0.0010000000474974513
0.09087560325860977,0.9700000286102295,0.003194775820399324,1.0,0.0010000000474974513
0.035100992769002914,0.9700000286102295,0.002046295655115197,1.0,0.0010000000474974513
0.18057756125926971,0.949999988079071,0.0012944980796116095,1.0,0.0010000000474974513
0.11193761229515076,0.9599999785423279,0.0013988191818094088,1.0,0.0010000000474974513
0.13519813120365143,0.9599999785423279,0.0012881455800703003,1.0,0.0010000000474974513
0.3325265944004059,0.9300000071525574,0.0010987647369297014,1.0,0.0010000000474974513
0.2025582492351532,0.9300000071525574,0.0012102076628555853,1.0,0.0010000000474974513
0.2529537081718445,0.9300000071525574,0.0009958951333020297,1.0,0.0010000000474974513
0.29519835114479065,0.9399999976158142,0.0008000458150895105,1.0,0.0010000000474974513
0.08042281121015549,0.9599999785423279,0.0009825815472544895,1.0,0.0010000000474974513
0.14647313952445984,0.949999988079071,0.0014676732405657983,1.0,0.0010000000474974513
1.2800567150115967,0.7400000095367432,0.0017509476100612017,1.0,0.0010000000474974513
0.35340577363967896,0.8700000047683716,0.0011141185499986426,1.0,0.0010000000474974513
0.06468886882066727,0.9700000286102295,0.00122657755532095,1.0,0.0010000000474974513
0.020686481148004532,1.0,0.0009341502348737171,1.0,0.0010000000474974513
