epoch,loss,lr,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,0.003984626225139773,0.001,0.030521223256985346,3.808574366463555,0.003893906258046627,0.0533412806391716,5.603846172332764
1,0.0009628114489907468,0.001,0.024064772221777175,2.831943390810931,0.0011258264081552625,0.026432989706595737,3.051733908971151
2,0.0007856997398711327,0.001,0.021812858760356903,2.598228840015553,0.0013984496888394158,0.03226546341180801,4.320105569203695
3,0.0007441376447850079,0.001,0.021085648980405595,2.4798573525746663,0.0018752813649674258,0.03813244088490804,4.8657846260070805
4,0.0006832164315230868,0.001,0.020226203186092553,2.4074043845423945,0.0007034568604237089,0.02056903141240279,2.3315600573221844
5,0.0006188685597972599,0.001,0.019284851431294724,2.27416129260593,0.0006850395500659943,0.02112120475868384,2.7834408804575603
6,0.0005990855009553747,0.001,0.018796337748567263,2.192308840363114,0.0007981205728525917,0.02298726439476013,2.7470628306070966
7,0.0005276462806699176,0.001,0.017690616480178303,2.075943052786368,0.0009452953372771541,0.025885761231184006,3.2052366892496744
8,0.0005080563759353632,0.001,0.017320700263535535,2.0341899007161457,0.0015563747979079683,0.03119648069143295,3.062328416188558
9,0.00047214669134916255,0.001,0.01671032212233102,1.947221454196506,0.0011427843291312457,0.02828846049308777,3.444301773707072
10,0.0004290714530852037,0.001,0.015896340596455116,1.8623552590476142,0.00045108743904468914,0.016472896620631217,1.969181828180949
11,0.0004091686299070716,0.001,0.015544540775594888,1.8286307683520846,0.0004521303471022596,0.016295952091614406,1.8916276321411132
12,0.0003831501325885593,0.001,0.015085657336645656,1.7751642507976957,0.0004930978159730633,0.017574784527222314,2.108500992457072
13,0.0003486391669829135,0.001,0.014385511337055101,1.7016608535272104,0.0012814908041618763,0.029036657134691873,3.121590656280518
14,0.0003350116072213967,0.001,0.014150949918009617,1.6893057970824066,0.00040429245859074095,0.015605322549740473,1.8310369288126627
15,0.0003110821253956399,0.001,0.013570549143685235,1.606827702804848,0.00043433008001496397,0.015860034743944804,1.8613528277079265
16,0.00027239223551522526,0.001,0.012802820141668673,1.541208079620644,0.001249221090072145,0.028125698665777844,3.1153778196970623
17,0.0002639225415014489,0.001,0.01261857627939295,1.5168711878458658,0.00054675201450785,0.017450868328412375,1.9530192012786864
18,0.00027679434660132286,0.001,0.012798123443016299,1.5475626974459047,0.0005706784809008241,0.019613812451561293,2.8265013593037924
19,0.00023683275421003432,0.001,0.011941881536333649,1.4336569193027637,0.00040161314917107425,0.015476920560002327,1.8485563869476318
20,0.00021284632427678271,0.001,0.011414797164775708,1.4022024860028868,0.0003696002078553041,0.014708621755242348,1.745551586151123
21,0.00020353241505411765,0.001,0.011139896114115361,1.3693919926749336,0.00045408329600468277,0.017048134982585908,2.236336359659831
22,0.00018335720018216375,0.001,0.010616920385647703,1.3063020744676943,0.0008397577310291429,0.022283618946870167,2.309593542098999
23,0.0001728201308503264,0.001,0.010279312154209172,1.2629924888257626,0.00040330353604319197,0.01539885060985883,1.79921564801534
24,0.00017099805792828126,0.001,0.010244208451222491,1.2544745881822374,0.0009574463471459845,0.025515051384766896,3.116223974863688
25,0.00016424459267700849,0.001,0.01004236618677775,1.2446773793962267,0.0004596801386214793,0.017219472964604694,2.275331599553426
26,0.00017012018705631985,0.001,0.010205955846994012,1.2458555916150411,0.0005786178812074164,0.019695743362108865,2.691226344426473
27,0.00015698759037682236,0.001,0.009795073332609953,1.1989132353464762,0.0005465941005386412,0.019143410841623944,2.6917914059956867
28,0.00013271343364397548,0.001,0.009057043451953817,1.1221563488995587,0.0009162547426919143,0.025865464667479198,3.767905601501465
29,0.00013678269590039875,0.001,0.009131956577301025,1.1129748054786965,0.00041540996264666317,0.015964945395787557,1.9932414461771648
30,0.00012977268839151494,0.001,0.008917420291790256,1.0973287398020426,0.0006015246623816589,0.01839003250996272,1.9850432815551757
31,0.0001317940955955742,0.001,0.009013796668913629,1.1118600813194557,0.00036017882521264253,0.01452810746928056,1.7277594604492188
32,0.00012001290617411508,0.001,0.008582596680632344,1.0563881462768272,0.0005941872595188519,0.01869461711247762,2.047939366022746
33,0.00012001950110748617,0.001,0.00856819326127017,1.033895180384318,0.0004436540956764172,0.01571590718626976,1.7920348141988118
34,0.00011521698237090648,0.001,0.008397925439808104,1.0279102547610248,0.00042833720900428793,0.016528497139612835,2.115776724497477
35,0.00010879590048851376,0.001,0.008139746749290714,0.9936770093529312,0.0005082758310406159,0.01713294658064842,1.9699953079223633
36,0.00010383214012836107,0.001,0.007959100142121315,0.9712445968521966,0.0008927019055311879,0.022864604527751603,2.3259203453063964
37,0.00011387661173379187,0.001,0.008304827413073293,1.0044909302923415,0.00040413132426328957,0.015861017107963563,1.9679542535146077
38,0.00011182319606585359,0.001,0.008223411570544596,0.9816751478866295,0.0005238366274473567,0.0176325214356184,1.9731140982309978
39,0.0001000589282969789,0.001,0.007851127024050112,0.9630505384957349,0.0005521376859396696,0.018207706198096276,2.0131675268809
40,0.00011095165695210367,0.001,0.00822844447085151,0.9891986366377936,0.0006020500043717523,0.019360676636298497,2.296366916656494
41,0.0001020182561726499,0.001,0.00785700044311859,0.9380044892275775,0.0004050481616674612,0.015565544520815213,1.948570822397868
42,0.00010141023573103465,0.001,0.0078283580188398,0.9477410246177956,0.0005831126729026437,0.019640401447812716,2.6249200293223063
43,9.918326268908223e-05,0.001,0.007752402463444957,0.9365209790159155,0.0003929916375006239,0.015267311225334803,1.806647702852885
44,9.347137101037704e-05,0.001,0.00758464564162272,0.9362632434103224,0.0003872505197456727,0.014962855299313862,1.7638122475941975
45,9.594556845560739e-05,0.001,0.007626350534734903,0.9208812971821537,0.0003818168433693548,0.01512206296622753,1.853777306874593
46,8.949450482840702e-05,0.001,0.007373440195012976,0.8876764569282531,0.0005210808082483708,0.01808439042667548,2.1873585052490236
47,8.814815579508259e-05,0.001,0.007356195423338149,0.895948452508008,0.0003816652784589678,0.01496512934565544,1.8120086466471355
48,8.930552545374398e-05,0.001,0.007359059517030362,0.8881285338931614,0.0003639081974203388,0.014545377428332965,1.732249823888143
49,8.277245573710253e-05,0.001,0.00713285869911865,0.8776784525447422,0.0005037685158507277,0.016904723410805067,1.949407892227173
50,8.502580312132421e-05,0.001,0.007177617521197707,0.8627628768814934,0.00047216940694488587,0.01713679440319538,2.0952063236236573
51,8.599715442957218e-05,0.001,0.007242033393846618,0.873978679339091,0.00047660232118020457,0.01742850272357464,2.1176383050282794
52,8.260248121600684e-05,0.001,0.0070877613695683305,0.8604795372574418,0.0004031750470555077,0.015823822781443595,1.996713573773702
53,8.010664698667824e-05,0.001,0.006986911592108232,0.8384302916526795,0.000497479720118766,0.017308621699611344,2.0391075630187987
54,7.826302485719443e-05,0.001,0.0068978819990599596,0.8349111372629802,0.00048135306127369403,0.01743130684395631,2.344145675023397
55,7.561377614803389e-05,0.001,0.00680208238683365,0.837623237768809,0.0004086813593748957,0.015290856872995695,1.7766011651357014
56,7.757662725634873e-05,0.001,0.006881767648789618,0.8291939025455051,0.0003648655394402643,0.014757537682851155,1.7886909732818603
57,7.862356436359093e-05,0.001,0.006920488506003662,0.8406378073868929,0.0003517208919705202,0.014277613947788875,1.7170279235839845
58,7.432668350197168e-05,0.001,0.006685173941983117,0.8037032700467993,0.0003950603868191441,0.015473146771391232,1.945986188252767
59,7.242480623891525e-05,0.001,0.006669094583502522,0.8127243544084054,0.0004472712390124798,0.016128438005844754,1.9043588237762452
60,6.767142755065665e-05,0.001,0.006420165405229286,0.7824012562433879,0.0003863813967909664,0.015025706420342127,1.7957772057851156
61,7.588321097298629e-05,0.001,0.006799055616060892,0.8157996204164293,0.0005023999547896286,0.017735718841354053,2.2481511669158936
62,7.151989328418427e-05,0.001,0.006610666162989757,0.8070826694347241,0.0005392084449219207,0.017752375304698944,1.9548413995107015
63,7.521416442533438e-05,0.001,0.0067314907295836345,0.8038909272441157,0.0003881367837699751,0.015345015173157056,1.8934885883331298
64,6.666908347580358e-05,0.001,0.0063650736902598985,0.7687413305000023,0.00035235088559178017,0.01440100138882796,1.7299749822616577
65,6.419765654060973e-05,0.001,0.006313265127164346,0.7707800665784765,0.0004193041940840582,0.015964219952623048,1.867068567276001
66,6.637651499315527e-05,0.001,0.006411264099456646,0.7853251542691831,0.0003983154099357004,0.015304903278748195,1.85820361773173
67,6.678116378423982e-05,0.001,0.006399241148321717,0.7698401953202707,0.0003806183201959357,0.014986564139525095,1.8352102921803792
68,6.251903337154847e-05,0.001,0.006193876834931197,0.7539222012449194,0.0004496206259354949,0.016570738782485325,2.0628278783162437
69,7.050375509425066e-05,0.001,0.006555367916822433,0.7892148173296893,0.0003839835081016645,0.015159340009093285,1.889522253036499
70,6.11537881626713e-05,0.001,0.006106637603706784,0.7421525078702856,0.0003578571778101226,0.014606445754567782,1.7637190910975138
71,6.019935359223315e-05,0.001,0.006083420287679743,0.7458577863728558,0.0004764004577882588,0.016674483860532444,1.8801301393508911
72,6.137369216217108e-05,0.001,0.006127281688981586,0.7469177020037616,0.00045819998222092786,0.016024779165784517,1.8357709414164225
73,6.1129905807859e-05,0.001,0.006089379198021359,0.7359169698467961,0.0005755087049522748,0.018398257464170457,1.9828630879720053
74,6.365431187441572e-05,0.001,0.006236509752494317,0.7572807182735867,0.00039303953169534604,0.015467819074789684,1.8503894443511963
75,6.0101738393078214e-05,0.001,0.006062511180837949,0.7370701580577427,0.000421446788435181,0.01548176920413971,1.8090947831471762
76,5.769721293257101e-05,0.001,0.005957597875484714,0.7280842364275897,0.0003628137964212025,0.014578670958677927,1.7647001959482829
77,5.681933038673984e-05,0.001,0.00584128015074465,0.7013568509596365,0.00034771478734910486,0.014238934516906738,1.7125307407379151
78,6.116643018537649e-05,0.001,0.006097052745797016,0.7418138333073369,0.00046763820651297765,0.01739507135748863,2.319403595606486
79,5.432645622150395e-05,0.001,0.005768144181481114,0.7083151197080259,0.00036194568740514416,0.01462678832312425,1.7441289749145508
80,5.434947049609575e-05,0.001,0.005737600624009415,0.6841958269543118,0.00039689031072581807,0.015051430349548658,1.795312499364217
81,7.332692333471237e-05,0.001,0.006488748117729469,0.7796250796671267,0.0007083339910022914,0.020306410411993662,2.1047014541625977
82,6.448435803758912e-05,0.001,0.006272508790647542,0.7601026343239679,0.00039107370818965137,0.01510582374036312,1.82538090578715
83,5.5102806764706556e-05,0.001,0.005804719370824319,0.7052254374468768,0.00040737306280061604,0.015336608812212944,1.8730757420857747
84,5.698434683910347e-05,0.001,0.005858706240300779,0.70281964941378,0.0005236404622749736,0.01711795364320278,1.895646152496338
85,5.79741772682475e-05,0.001,0.005959748999940025,0.7228176710693924,0.00043469934072345496,0.01663453696668148,2.158185920715332
86,5.267240881544745e-05,0.001,0.005645347493114294,0.6807445132820694,0.00047807740753826993,0.016532239342729252,1.909934726715088
87,5.6209983701356344e-05,0.001,0.005870105204758821,0.7123481221375642,0.00035199813913398733,0.01424167138338089,1.706624766031901
88,5.3978667316928126e-05,0.001,0.005763163793418143,0.6992588432100084,0.00037221508154956003,0.014772133643428484,1.7411417535146076
89,5.692397752082562e-05,0.001,0.005883084033374433,0.707281508092527,0.0003681612395836661,0.014663304100433986,1.7521171569824219
90,5.256780963531195e-05,0.001,0.005678519482413927,0.6883748418313486,0.00035291766716788215,0.01437030023833116,1.7138973751068116
91,5.317074143547668e-05,0.001,0.0056911265607233405,0.6906203506787618,0.0003483069825451821,0.01427135686079661,1.7050135790507
92,4.996628988872679e-05,0.001,0.005539884121329696,0.6774638561142815,0.0003570115277543664,0.01443282850086689,1.741671257019043
93,5.106512010658022e-05,0.001,0.005582090186851996,0.6751080292419152,0.00036479299973386027,0.014403280407190322,1.7207011699676513
94,5.378190112780969e-05,0.001,0.005705547334419357,0.684627581137198,0.00043609749727572004,0.016267593458294868,1.915151995976766
95,5.1767258108291705e-05,0.001,0.005625683331931079,0.6832883148546572,0.0003935882104560733,0.01494016667207082,1.7834881744384765
