val_loss,val_acc,loss,acc,lr
1.0436416959762573,0.5,1.7223986260096231,0.43444444444444447,0.0010000000474974513
0.4750068140029907,0.83,0.6404933728112114,0.9044444444444445,0.0010000000474974513
0.2684581589698791,0.94,0.34287177443504335,0.9611111111111111,0.0010000000474974513
0.3682071614265442,0.86,0.24669360571437413,0.96,0.0010000000474974513
0.40617756098508834,0.83,0.17706236587630378,0.9688888888888889,0.0010000000474974513
0.3590052029490471,0.84,0.13826407293478649,0.9811111111111112,0.0010000000474974513
0.34072680279612544,0.87,0.13474307192696466,0.9766666666666667,0.0010000000474974513
0.18407480165362358,0.94,0.09469185342391331,0.9888888888888889,0.0010000000474974513
0.3304062490165234,0.87,0.07309914446539349,0.9944444444444445,0.0010000000474974513
0.25158603832125664,0.91,0.07555352376566993,0.9955555555555555,0.0010000000474974513
0.1891066262871027,0.94,0.05847787118620343,0.9966666666666667,0.0010000000474974513
0.15474062521010637,0.93,0.05081097626023822,0.9944444444444445,0.0010000000474974513
0.11476567890495062,0.96,0.043855597683125074,0.9944444444444445,0.0010000000474974513
0.11475825354456902,0.96,0.03519798815250397,0.9966666666666667,0.0010000000474974513
0.12079868324100972,0.95,0.030531015677584542,0.9988888888888889,0.0010000000474974513
0.20801322981715203,0.9,0.03877674084570673,0.9955555555555555,0.0010000000474974513
0.19356382977217435,0.9,0.036901141537560356,0.9955555555555555,0.0010000000474974513
0.19786759566515685,0.92,0.03597229660385185,0.9977777777777778,0.0010000000474974513
0.15165168508887292,0.95,0.044132290209333104,0.9922222222222222,0.0010000000474974513
0.08533284839242697,0.97,0.02478816494759586,0.9988888888888889,0.0010000000474974513
0.08720876656472683,0.98,0.021705909367236827,0.9977777777777778,0.0010000000474974513
0.5452597272396088,0.82,0.02344641006241242,0.9966666666666667,0.0010000000474974513
0.31024434328079226,0.89,0.017017510243588024,1.0,0.0010000000474974513
0.11702989496290683,0.96,0.011617455352097749,1.0,0.0010000000474974513
0.07328782770782709,0.97,0.01375925015244219,1.0,0.0010000000474974513
0.12622202932834625,0.94,0.015196435306635168,1.0,0.0010000000474974513
0.08103909902274609,0.97,0.017367235792593822,0.9966666666666667,0.0010000000474974513
0.25276735186576843,0.92,0.02328511212848955,0.9966666666666667,0.0010000000474974513
0.13084492743015289,0.95,0.012419035374704334,0.9977777777777778,0.0010000000474974513
0.04562894498929381,1.0,0.0161901018778897,0.9966666666666667,0.0010000000474974513
0.1890296596288681,0.93,0.02847345898548762,0.9977777777777778,0.0010000000474974513
0.12360343903303146,0.95,0.013941381757871973,0.9988888888888889,0.0010000000474974513
0.046992837339639666,0.99,0.007162745976820588,1.0,0.0010000000474974513
0.10794056504964829,0.95,0.01823620265039305,0.9944444444444445,0.0010000000474974513
0.3867449531145394,0.87,0.021397468815040257,0.9977777777777778,0.0010000000474974513
0.13898380823433398,0.94,0.014587170518934727,0.9977777777777778,0.0010000000474974513
0.3770311016123742,0.87,0.029590173015991848,0.9922222222222222,0.0010000000474974513
0.17971838783472777,0.93,0.009937410437915888,1.0,0.0010000000474974513
0.1081688941642642,0.94,0.006047618323937059,1.0,0.0010000000474974513
0.10683223921805621,0.97,0.004957402435441812,1.0,0.0010000000474974513
0.0794754016213119,0.96,0.005894923286719454,1.0,0.0010000000474974513
0.04173249097540974,1.0,0.005339668777564334,1.0,0.0010000000474974513
0.06912769036367536,0.97,0.008874122811895278,0.9977777777777778,0.0010000000474974513
0.495192361921072,0.86,0.014980127072582642,0.9977777777777778,0.0010000000474974513
0.07666143268346787,0.99,0.010732682146545913,0.9988888888888889,0.0010000000474974513
0.04869443163275719,0.99,0.005244986572716799,1.0,0.0010000000474974513
0.0895212964899838,0.97,0.005993792741145525,1.0,0.0010000000474974513
0.04086065361276269,0.99,0.004627127847634256,1.0,0.0010000000474974513
0.06990739999338985,0.96,0.008085724150555001,0.9977777777777778,0.0010000000474974513
0.0782261699065566,0.97,0.0043460986600257455,0.9988888888888889,0.0010000000474974513
0.3427876976132393,0.88,0.0074569833915059764,1.0,0.0010000000474974513
0.0646104664169252,0.97,0.006466096357649399,1.0,0.0010000000474974513
0.04518364565446973,0.99,0.0026631793384957643,1.0,0.0010000000474974513
0.0586072295345366,0.97,0.003899201119525565,1.0,0.0010000000474974513
0.05569671308854595,0.97,0.0030120161272740613,1.0,0.0010000000474974513
0.06163757055997848,0.97,0.00422564291033066,1.0,0.0010000000474974513
0.06087025865912438,0.99,0.0034029846229693956,1.0,0.0010000000474974513
0.05077111816033721,0.98,0.0027665981326976583,1.0,0.0010000000474974513
0.13655978158116341,0.95,0.0028578656691954367,1.0,0.0010000000474974513
0.03257551558315754,1.0,0.001738300868568735,1.0,0.0010000000474974513
0.030271004838868975,0.99,0.0019672037371330792,1.0,0.0010000000474974513
0.03419855475658551,1.0,0.003189563963872691,1.0,0.0010000000474974513
0.24442197307944297,0.93,0.006349449710299571,0.9988888888888889,0.0010000000474974513
0.1422727757692337,0.94,0.007723510782363721,0.9988888888888889,0.0010000000474974513
0.15264626445248722,0.96,0.003513794026027123,1.0,0.0010000000474974513
0.21052424848079682,0.94,0.0035852408711798487,1.0,0.0010000000474974513
0.10216938560828566,0.96,0.004088109257863835,0.9988888888888889,0.0010000000474974513
0.15001538544893264,0.95,0.006255652638824863,1.0,0.0010000000474974513
0.05873765394091606,0.98,0.007097169779396306,1.0,0.0010000000474974513
0.09665847638389095,0.95,0.005893902108590636,1.0,0.0010000000474974513
0.0664364318177104,0.97,0.0026115837794107697,1.0,0.0010000000474974513
0.12325687602162361,0.95,0.0022924913251901875,1.0,0.0010000000474974513
0.16853413776494564,0.94,0.0016193326914476023,1.0,0.0010000000474974513
0.03693271168274805,0.98,0.002618019857392129,1.0,0.0010000000474974513
0.04058446290902793,0.98,0.004617207419748108,0.9988888888888889,0.0010000000474974513
0.5580131235718727,0.84,0.01567244218533031,0.9966666666666667,0.0010000000474974513
0.32130977541208267,0.91,0.0046648580580949785,1.0,0.0010000000474974513
0.07421903719194234,0.96,0.0027091009464735786,1.0,0.0010000000474974513
0.03344006032682955,1.0,0.0019667144340928646,1.0,0.0010000000474974513
0.04695582387503237,0.98,0.0018367243671996727,1.0,0.0010000000474974513
0.03488935417495668,0.99,0.0028575207290446594,1.0,0.0010000000474974513
0.08751055102795363,0.96,0.0026504570497975994,1.0,0.0010000000474974513
